Type,SKU,Name,Published,Visibility in catalog,Regular price,In stock?,Categories,Short description,Description
simple,PROD-001,Pizarra acrílica ergonómica de escritorio,1,visible,120,1,Productividad,"Elegante panel de vidrio/acrílico inclinado para notas rápidas que se ubica estratégicamente entre tu teclado y el monitor. Maximiza tu productividad al tener tus tareas, ideas, diagramas o recordatorios diarios justo frente a tus ojos sin generar desorden en la mesa.","<h3>El bloc de notas del futuro: siempre a la vista y sin desorden</h3>
<p>Despídete del caos de los post-its perdiendo adherencia y de los cuadernos acumulando polvo y robando espacio valioso en tu área. Esta elegante y revolucionaria pizarra de escritorio (Desk Board) está diseñada para encajar a la perfección en el espacio muerto que hay entre tu teclado y la base de tu monitor. Te ofrece un lienzo inmediato y premium para plasmar ideas rápidas, planificar tu día y hacer seguimiento de tareas, manteniéndolas en tu línea de visión natural sin tener que desviar la mirada de la pantalla.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Ángulo Ergonómico Optimizado:</strong> Ligeramente inclinada para facilitar la escritura cómoda sin necesidad de levantarla de la mesa, y ofreciendo el ángulo de lectura perfecto.</li>
<li><strong>Superficie Premium Inmanchable:</strong> Fabricada con vidrio templado o acrílico de alta densidad que permite que los marcadores de borrado en seco se deslicen suavemente. No se mancha, no deja rastros fantasma (ghosting) y dura para siempre.</li>
<li><strong>Organizador Oculto Integrado:</strong> La pizarra se levanta o se abre para revelar un compartimento secreto inferior con amplios canales, ideal para ocultar marcadores, borrador, clips, llaves, tu celular o pequeños accesorios.</li>
<li><strong>Canal para Dispositivos:</strong> Cuenta con una ranura superior diseñada específicamente para sostener tu smartphone o tablet en posición vertical, perfecto para videollamadas o leer notificaciones mientras trabajas.</li>
<li><strong>Estética Minimalista:</strong> Su diseño blanco brillante, limpio y sin bordes molestos, eleva el aspecto profesional de cualquier oficina o estudio en casa.</li>
</ul>
<h4>La herramienta secreta para Desarrolladores y Estudiantes</h4>
<p>Es el aliado perfecto para programadores que necesitan anotar rápidamente direcciones IP temporales, trazar lógicas de código, flujos de trabajo, variables o simplemente hacer un *To-Do list* urgente que no puede perderse entre las decenas de pestañas del navegador. Escribe, ejecuta, borra y repite.</p>"
simple,HDW-002,Soporte 'Tercera Mano' con lupa y LED,1,visible,130,1,Hardware,"Estación de ayuda para soldadura con brazos articulados flexibles, pinzas de cocodrilo giratorias, lupa de aumento de grado óptico e iluminación LED. El asistente definitivo para trabajar con placas electrónicas, joyas o modelismo con precisión y comodidad.","<h3>Tus mejores aliados para soldaduras microscópicas precisas</h3>
<p>Cuando tienes un cautín ardiendo a 350°C en una mano y el hilo de estaño en la otra, ¿quién sujeta la placa de circuitos? Este soporte profesional de 'Tercera Mano' es el ayudante de taller perfecto. Cuenta con múltiples brazos flexibles tipo cuello de cisne que se adaptan a cualquier posición tridimensional para sujetar tu proyecto en el aire de forma inquebrantable, permitiéndote trabajar con las dos manos libres y lograr soldaduras perfectas y brillantes.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Base pesada de aleación de aluminio:</strong> Ofrece máxima estabilidad y bajo centro de gravedad en tu banco de trabajo; no se volcará incluso si le colocas piezas pesadas.</li>
<li><strong>Brazos de sujeción universales:</strong> Cuellos de cisne metálicos de alta flexibilidad pero gran rigidez posicional.</li>
<li><strong>Pinzas de cocodrilo rotativas 360°:</strong> Forradas en silicona resistente al calor para asegurar un agarre firme sin rayar ni cortocircuitar los delicados PCBs (placas de circuito impreso).</li>
<li><strong>Visión mejorada sin fatiga:</strong> Incluye una potente lupa de vidrio óptico (sin distorsión) con anillo de iluminación LED blanca integrada, ajustable en brillo, ideal para soldar componentes SMD diminutos, revisar pistas cortadas o leer códigos minúsculos en chips sin forzar la vista.</li>
</ul>
<h4>Sube el nivel de tus reparaciones</h4>
<p>No más quemaduras en los dedos ni uniones frías por temblor. Tanto si eres un ingeniero mecatrónico avanzado como un aficionado a las manualidades finas y relojería, esta herramienta reducirá tu tiempo de trabajo a la mitad.</p>"
simple,HDW-003,Cajas modulares para componentes electrónicos,1,visible,50,1,Hardware,"Sistema inteligente de almacenamiento encastrable tipo bloque. Organiza eficientemente resistencias, capacitores, tornillos, LEDs y componentes pequeños. Tapas con resorte para fácil acceso y protección total contra polvo y humedad.","<h3>El caos de la electrónica, finalmente organizado y clasificado</h3>
<p>La pesadilla de cualquier desarrollador de hardware, técnico o inventor es buscar una resistencia de 10k ohmios específica dentro de un cajón desordenado lleno de cables. Estas cajas modulares están diseñadas específicamente para la micro-electrónica. Se ensamblan lateral y verticalmente entre sí (como bloques de construcción infantiles) para crear un sistema de almacenamiento a medida, sólido como una pared y codificado por colores.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Diseño apilable e infinito:</strong> Desliza y encaja múltiples cajas de diferentes colores. Puedes expandir tu pared de almacenamiento a medida que crezca tu taller.</li>
<li><strong>Tapas con resorte automático (Spring-loaded):</strong> Se abren solas con un toque suave y se mantienen abiertas, permitiendo un fácil acceso a los componentes con una sola mano o usando pinzas.</li>
<li><strong>Protección Total:</strong> Cierran herméticamente para proteger piezas sensibles de la humedad ambiental, oxidación y polvo.</li>
<li><strong>Ideal para SMD y THT:</strong> El tamaño perfecto para clasificar capacitores cerámicos, resistencias, tornillos de laptops, pequeños interruptores, leds y conectores Dupont de forma segura.</li>
</ul>
<h4>Maximiza el espacio de tu taller</h4>
<p>Puedes montarlas en una placa en la pared, tenerlas en tu mesa o guardarlas en un cajón grande manteniendo todo en su sitio. Encuentra exactamente lo que necesitas en segundos y acelera tus tiempos de prototipado.</p>"
simple,HDW-005,Placa de desarrollo (ESP32) con WiFi y Bluetooth,1,visible,45,1,Hardware,"Microcontrolador de bajo costo y alto rendimiento con conectividad inalámbrica dual integrada (WiFi + Bluetooth BLE). Procesador de 32 bits, múltiples puertos de entrada/salida y compatibilidad total con Arduino IDE. El corazón perfecto para tus proyectos de Internet de las Cosas (IoT).","<h3>El cerebro perfecto para la revolución del Internet de las Cosas (IoT)</h3>
<p>Da el salto definitivo desde las placas Arduino básicas hacia el siguiente nivel tecnológico. El módulo ESP32 es el rey indiscutible del prototipado moderno: un microcontrolador de bajísimo costo y bajo consumo de energía que revoluciona el desarrollo de hardware al incluir conectividad inalámbrica de fábrica. Controla luces, lee sensores o activa motores desde cualquier lugar del mundo a través de tu smartphone o servidor web.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Conectividad Inalámbrica Dual:</strong> Incorpora un módulo WiFi de 2.4 GHz y Bluetooth de baja energía (BLE), lo que te permite conectarlo directamente a tu router o emparejarlo con aplicaciones móviles.</li>
<li><strong>Alta potencia de procesamiento:</strong> Equipado con un potente procesador Xtensa de doble núcleo de 32 bits funcionando a 240 MHz, muy superior a los chips tradicionales de 8 bits.</li>
<li><strong>Amplias interfaces de hardware:</strong> Soporta múltiples pines capacitivos táctiles (Touch), conversores analógico a digital (ADC), conversores digital a analógico (DAC), I2C, UART, SPI, e I2S para audio.</li>
<li><strong>Ecosistema Amigable:</strong> 100% compatible para ser programado con el popular IDE de Arduino, MicroPython o el framework oficial ESP-IDF de Espressif.</li>
</ul>
<h4>Lleva tus ideas a la realidad</h4>
<p>Perfecto para proyectos de domótica (Smart Home), estaciones meteorológicas, robots controlados por WiFi o sistemas de seguridad. Un mundo de posibilidades infinitas en una placa que cabe en la palma de tu mano.</p>"
simple,HDW-006,Kit de sensores y drivers de motores,1,visible,90,1,Hardware,"Mega paquete de expansión de hardware esencial para robótica y automatización. Incluye decenas de módulos pre-soldados: sensores de temperatura, humedad, distancia, luz, relevadores y drivers para controlar potentes motores. Listo para conectar y programar.","<h3>Dale sentidos y movimiento a tus proyectos de robótica y automatización</h3>
<p>Una placa base como Arduino o ESP32 es inútil sin ojos para ver, oídos para escuchar y músculos para moverse. Este kit es la expansión perfecta y más completa para cualquier estudiante de mecatrónica, ingeniero o entusiasta de la tecnología. Incluye los módulos más populares, fiables y necesarios de la industria para interactuar de forma real con el mundo físico, ahorrándote el costo y tiempo de comprarlos por separado.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Sensores Ambientales Precisos:</strong> Monitorea tu entorno con módulos de medición de temperatura y humedad (DHT), detector fotosensible (LDR) para medir niveles de luz, y módulos de detección de sonido y vibración.</li>
<li><strong>Movimiento y Detección de Proximidad:</strong> Incluye el clásico sensor ultrasónico para medir distancias con precisión milimétrica (radar) y módulos infrarrojos ideales para construir robots seguidores de líneas o evasores de obstáculos.</li>
<li><strong>Actuadores y Potencia (Músculos):</strong> Módulos Relay (relevadores) para encender aparatos domésticos de 220v de forma segura con bajos voltajes, y drivers especializados (como el L298N) para controlar la velocidad y dirección de motores paso a paso o motores DC potentes.</li>
<li><strong>Módulos listos para usar (Plug & Play):</strong> Todos los sensores vienen montados en placas PCB de calidad, con pines estándar pre-soldados. No necesitas soldar nada, simplemente conecta tus cables jumper y empieza a programar inmediatamente.</li>
</ul>
<h4>El laboratorio definitivo en una caja</h4>
<p>Cubre el 90% de los proyectos que te pedirán en la universidad o los tutoriales que encuentres en internet. Un kit esencial para comprender a fondo cómo las máquinas interactúan con su entorno.</p>"
simple,HDW-007,Pack Protoboard 830 puntos + Cables Jumper (65 uds),1,visible,35,1,Hardware,Kit fundamental para la construcción rápida de circuitos electrónicos sin soldadura. Protoboard grande de 830 orificios con contactos de alta calidad y líneas de alimentación. Incluye 65 cables flexibles de distintos colores y tamaños.,"<h3>Prototipado rápido, sin errores, sin daños y sin cautín</h3>
<p>La base fundamental e irremplazable de cualquier experimento o aprendizaje electrónico. Un protoboard (o placa de pruebas) te permite montar circuitos complejos, conectar microcontroladores temporales, probar tu código y ajustar valores de resistencias sin necesidad de derretir ni un solo gramo de estaño. Si te equivocas en el diseño o hay un cortocircuito, simplemente desconectas el cable, lo reubicas y sigues adelante.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Protoboard MB-102 de Alta Calidad:</strong> Amplio tablero de 830 puntos de conexión (tie-points) con contactos internos de bronce fosforoso niquelado, garantizando una excelente conductividad y resistencia tras miles de inserciones.</li>
<li><strong>Organización Lógica:</strong> Incluye guías laterales de alimentación (VCC positivo y GND negativo) continuas y claramente marcadas con colores rojo y azul, facilitando la distribución de energía limpia a todo tu circuito.</li>
<li><strong>Modular y Expansible:</strong> Sus bordes cuentan con enganches tipo rompecabezas, lo que te permite unir varios protoboards si tu proyecto crece en tamaño. Base autoadhesiva para fijarlo a cualquier superficie.</li>
<li><strong>Set Premium de Cables Jumper (65 uds):</strong> Cables de núcleo flexible macho-macho en una variedad útil de tamaños y colores vibrantes, diseñados para mantener tu placa plana, limpia y fácil de entender visualmente (debuggear).</li>
</ul>
<h4>El primer paso hacia la ingeniería</h4>
<p>Indispensable para laboratorios de física, clases de robótica, estudiantes de sistemas o cualquier mente curiosa que quiera empezar a armar circuitos LED, temporizadores y compuertas lógicas con cero riesgos.</p>"
simple,ERG-003,Reposamuñecas ergonómico premium para teclado,1,visible,95,1,Ergonomía,"Soporte de muñecas rígido, tallado en madera pulida o resina premium. Específicamente angulado para teclados mecánicos de perfil alto. Corrige la postura de tus manos, previene lesiones por estrés repetitivo (túnel carpiano) y añade un lujo incomparable al setup.","<h3>Prevención clínica y lujo estético para tus manos</h3>
<p>Los teclados mecánicos modernos tienen un perfil alto e imponente, lo que lamentablemente obliga a tus muñecas a doblarse hacia arriba en un ángulo antinatural, incómodo y altamente perjudicial a largo plazo, siendo la principal causa del Síndrome del Túnel Carpiano. Este reposamuñecas premium actúa como un puente, elevando la base de tus manos y alineando tus tendones con las teclas para que puedas programar, escribir ensayos o jugar intensamente durante horas sin sentir dolor ni entumecimiento.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Materiales Sólidos y Premium:</strong> Disponible en bloques de madera maciza (nogal o roble) pulida a mano, o en deslumbrante resina endurecida. A diferencia de las almohadillas de espuma baratas que se hunden, calientan y retienen olores o sudor, estas superficies rígidas son frescas al tacto, firmes y extremadamente fáciles de limpiar.</li>
<li><strong>Diseño y Ángulo Ergonómico:</strong> Cuenta con un bisel optimizado de 8° de inclinación que sigue la caída natural de la mano, proporcionando un punto de descanso pasivo perfecto.</li>
<li><strong>Bases de Silicona Antideslizante:</strong> Equipado con gruesos patines de goma en la parte inferior, asegurando que el reposamuñecas se sienta como una extensión anclada a tu escritorio, inamovible incluso en sesiones de escritura rápida (typing) o gaming intenso (flicks).</li>
<li><strong>Estética Superior:</strong> El veteado natural de la madera o las texturas de la resina elevan visualmente la calidad de tu setup, aportando un toque cálido y orgánico en medio de tantos aparatos electrónicos.</li>
</ul>
<h4>Tu salud y herramientas, protegidas</h4>
<p>Invertiste en un buen teclado y pasas la mayor parte de tu día utilizándolo. Cuida tus manos, la herramienta más importante de tu carrera profesional, con la elegancia que mereces.</p>"
simple,ACC-003,Soporte metálico oculto para audífonos (Headphone Hook),1,visible,50,1,Accesorios,"Elegante gancho de sujeción para colocar auriculares grandes y pesados debajo del escritorio. Maximiza tu espacio, protege tus equipos de caídas accidentales y mantiene tu estación de trabajo ordenada. Instalación rápida sin necesidad de taladrar gracias a su poderoso adhesivo.","<h3>Tus auriculares siempre listos, protegidos y fuera del camino</h3>
<p>Los audífonos de diadema (Over-ear) son accesorios costosos y voluminosos. Dejarlos tirados sobre la mesa roba espacio de trabajo vital, hace que el setup luzca desordenado y los expone a derrames de café o caídas accidentales. Los típicos pedestales (stands) de mesa resuelven un problema pero crean otro al ocupar espacio. Este gancho metálico minimalista es la solución más elegante e inteligente para colgarlos de forma invisible debajo de tu zona de trabajo.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Diseño Oculto y Eficiente:</strong> Se fija firmemente debajo de la madera o vidrio de tu escritorio, manteniendo la mesa totalmente despejada y permitiéndote alcanzar tus audífonos al instante.</li>
<li><strong>Protección Acolchada de Silicona:</strong> A diferencia de los ganchos de plástico duro que cortan la cuerina, toda el área curva de contacto está forrada con un pad de silicona gruesa, asegurando que la diadema (vincha) de tus cascos premium no se marque, hunda ni se deforme.</li>
<li><strong>Clip para Gestión de Cables:</strong> Incluye una inteligente pestaña adicional en el diseño para enrollar o sostener el largo cable de tus cascos, evitando que cuelgue, se enrede en tu silla o estorbe tus pies.</li>
<li><strong>Sujeción de Alta Resistencia:</strong> Fabricado en aluminio ligero pero muy resistente. Se instala en 30 segundos utilizando cinta de doble cara genuina de grado industrial (3M VHB), que soporta hasta 1.5 kg de peso sostenido sin problemas. También incluye orificios si prefieres usar tornillos cortos.</li>
</ul>
<h4>Detalles que marcan la diferencia</h4>
<p>Un setup verdaderamente profesional destaca porque cada objeto tiene un lugar asignado. Este pequeño pero poderoso accesorio es el toque final de organización para los perfeccionistas del orden y del audio de alta fidelidad.</p>"
simple,PROD-002,Soporte ergonómico de aluminio pesado para Tablet / iPad,1,visible,95,1,Productividad,Base elevadora premium de aluminio masivo para Tablets y smartphones. Altura y ángulo multi-ajustable con bisagras rígidas. Convierte instantáneamente tu dispositivo móvil en una segunda pantalla productiva sin temblores y a la altura ideal de tus ojos.,"<h3>Convierte tu Tablet en la herramienta de productividad definitiva</h3>
<p>Usar una tablet costosa apoyada plana sobre la mesa refleja las luces del techo, te obliga a encorvar el cuello (causando dolor cervical) y la hace vulnerable a derrames. Las fundas con tapa (smart covers) solo ofrecen un ángulo bajo, inútil para trabajar. Este soporte de aluminio masivo, inspirado en el diseño industrial de Apple, eleva tu iPad o tablet a nivel del ojo humano, convirtiéndola instantáneamente en una segunda pantalla ergonómica para monitorear Slack, leer chats, atender llamadas por Zoom o probar aplicaciones responsivas.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Base Metálica Ultra-Pesada y Estable:</strong> Fabricado en aleación de aluminio grueso. Su bajo centro de gravedad garantiza que no se tambaleará, no rebotará ni se caerá hacia atrás cuando presiones la pantalla táctil o escribas con fuerza usando el lápiz digital.</li>
<li><strong>Doble Articulación Ajustable (270°):</strong> Sus bisagras de torsión rígida te permiten ajustar tanto la altura general como el ángulo de inclinación preciso, eliminando brillos y adaptándose perfectamente a tu estatura.</li>
<li><strong>Flexibilidad de Formatos:</strong> Cambia de modo retrato (ideal para leer PDFs largos o escribir código) a modo paisaje (ideal para ver YouTube o edición de video) con un simple movimiento.</li>
<li><strong>Agarre Seguro y Protección:</strong> Los ganchos de soporte y la placa base están completamente cubiertos de almohadillas de silicona premium, asegurando firmemente tu dispositivo (incluso si tiene funda puesta) sin rayar el delicado aluminio de su carcasa.</li>
<li><strong>Gestión de Carga Inteligente:</strong> Ranura generosa en la base de los ganchos que permite pasar fácilmente el cable USB-C, permitiéndote cargar la tablet ininterrumpidamente mientras está en uso prolongado.</li>
</ul>
<h4>Tu oficina de múltiples pantallas</h4>
<p>Maximiza el retorno de inversión de tu dispositivo móvil. Ya sea para diseño gráfico, consumir contenido o desarrollo de software, trabajar a dos pantallas incrementará masivamente tu eficiencia.</p>"
simple,PROD-003,Reposapiés ergonómico ajustable y masajeador,1,visible,140,1,Productividad,"Plataforma de soporte y descanso para los pies con diseño ajustable. Alivia la presión en los muslos, estimula la circulación sanguínea de las piernas y corrige radicalmente la alineación de toda la columna vertebral. Una inversión crítica en salud laboral.","<h3>El secreto de una postura perfecta y sin dolores empieza por los pies</h3>
<p>Puedes tener la silla más cara del mundo (Herman Miller, Secretlab), pero si tus pies no tocan el suelo firmemente formando un ángulo de 90 grados, o si quedan colgando ligeramente en el aire, estás aplastando las venas posteriores de tus muslos, cortando la circulación y forzando a tu zona lumbar (baja espalda) a soportar todo tu peso de forma asimétrica. Un buen reposapiés no es un lujo oficinista, es la intervención clínica más infravalorada, inmediata y efectiva para cuidar la salud de un profesional que trabaja sentado frente a un setup.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Corrección Postural Inmediata:</strong> Eleva tus pies del suelo, aliviando drásticamente la presión en la parte posterior de las piernas y obligando a tu pelvis a retroceder hasta el fondo de la silla, apoyando tu columna donde realmente debe estar.</li>
<li><strong>Inclinación Flotante y Ajustable:</strong> La plataforma pivota libremente (de 0° a 30°). Sigue el movimiento natural y continuo de tus tobillos mientras trabajas, manteniéndolos activos para evitar la rigidez articular, los calambres y la sensación de piernas pesadas (retención de líquidos).</li>
<li><strong>Superficie de Masaje Activo:</strong> El panel superior cuenta con texturas geométricas y rodillos centrales. Si trabajas descalzo o en calcetines, podrás estimular las zonas de reflexología de la planta del pie, relajando la tensión muscular acumulada.</li>
<li><strong>Base Antideslizante y Robusta:</strong> Estructura sólida de polímero de alto impacto que no resbala sobre parqué o alfombras, manteniendo la plataforma exactamente donde la ubicaste al sentarte.</li>
</ul>
<h4>Productividad sin dolor</h4>
<p>Si sientes fatiga extrema en la espalda baja después de 4 horas de código o diseño, o si te descubres constantemente cruzando las piernas o sentándote sobre ellas, necesitas este producto hoy mismo. Trabaja mejor sintiéndote mejor.</p>"
simple,GAM-005,Keycap de resina artesanal 3D (Perfil OEM/SA),1,visible,70,1,Gaming,"Tecla individual (Keycap) de reemplazo, hecha a mano en resina transparente con un increíble paisaje 3D encapsulado en su interior. Diseñada para reemplazar la tecla Escape (ESC). Compatible con switches Cherry MX y derivados. Una joya visual para tu teclado mecánico.","<h3>Una obra de arte microscópica e iluminada para tu teclado mecánico</h3>
<p>Haz que tu teclado custom sea verdaderamente único, irrepetible y tuyo. Olvídate de los plásticos aburridos en serie. Este keycap artesanal, fabricado pacientemente con resina epoxi de alta transparencia y resistencia UV, encapsula un asombroso micro-paisaje tridimensional detallado a mano (montañas nevadas, océanos profundos o nebulosas espaciales). Es el acento estético perfecto para reemplazar la solitaria tecla Escape (ESC) y darle un carácter ultra premium y exclusivo a tu setup.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Compatibilidad Universal (Montaje Cruzado '+'):</strong> Funciona perfectamente en cualquier teclado mecánico moderno que utilice switches estilo Cherry MX, Gateron, Outemu, Kailh o Razer (tanto ópticos como mecánicos estándar).</li>
<li><strong>Perfil OEM / SA (R4):</strong> Su altura y curvatura están específicamente diseñadas para encajar de manera natural en la fila superior de tu teclado (Top row - teclas F o Escape) sin arruinar la ergonomía de tipeo.</li>
<li><strong>Acabado Premium de Alto Brillo:</strong> Resina pulida a mano meticulosamente en múltiples etapas para lograr un acabado suave al tacto y resistente a rayones o desgaste por fricción y sudor, superando al plástico PBT tradicional.</li>
<li><strong>Transmisión RGB Deslumbrante:</strong> Su naturaleza translúcida captura, dispersa y magnifica maravillosamente la luz LED RGB que emite el interruptor de tu teclado, haciendo que el paisaje interior cobre vida y brille en la oscuridad.</li>
</ul>
<h4>El mundo del 'Artisan Keycap'</h4>
<p>Las teclas artesanales son piezas de colección. Si eres un entusiasta que valora la estética, los detalles intrincados y el trabajo hecho a mano, esta tecla será el imán de todas las miradas y preguntas de tus amigos que vean tu setup.</p>"
simple,GAM-006,Hub USB 3.0 de alta velocidad con interruptores individuales,1,visible,75,1,Gaming,"Multiplicador de puertos USB 3.0 para periféricos. Su característica diferencial es que cada puerto incluye un interruptor físico retroiluminado, permitiéndote encender o apagar micrófonos, cámaras o luces al instante con un solo dedo, sin necesidad de desconectar el cable.","<h3>Control absoluto y físico sobre tus periféricos de transmisión</h3>
<p>La placa base (motherboard) de tu PC rara vez tiene suficientes puertos, y cuando necesitas privacidad, tener que gatear debajo del escritorio, buscar en la oscuridad y tirar de cables para desconectar tu cámara web o el micrófono de estudio es frustrante. Este Hub USB inteligente actúa como una central de control de escritorio. Te permite conectar y mantener todos tus accesorios listos, y activarlos o desactivarlos individualmente mediante interruptores táctiles físicos cuando lo necesites, ideal para streamers, podcasters y profesionales celosos de su privacidad digital.</p>
<h4>Características Principales</h4>
<ul>
<li><strong>Puertos de Alta Velocidad (SuperSpeed USB 3.0):</strong> Garantiza tasas de transferencia de datos masivas de hasta 5 Gbps. Carga archivos pesados en segundos o transmite video 4K desde tu cámara sin cuellos de botella ni latencia (input lag). Retrocompatible con USB 2.0 para ratones y teclados.</li>
<li><strong>Interruptores Individuales de Poder:</strong> Control de flujo físico. Si no estás usando la webcam, presiona el botón y quedará completamente desconectada y apagada, ahorrando energía y garantizando que ningún software malicioso pueda acceder a ella.</li>
<li><strong>Indicadores Visuales LED:</strong> Cada botón cuenta con una luz LED suave que te informa de un solo vistazo qué periféricos están recibiendo energía activa en ese momento.</li>
<li><strong>Protección de Hardware:</strong> Al no tener que conectar y desconectar dispositivos constantemente, evitas el desgaste, la holgura y el daño irreparable de los valiosos puertos USB de la placa madre o laptop.</li>
<li><strong>Plug & Play Inteligente (Hot Swap):</strong> Conecta y desconecta periféricos en caliente sin necesidad de reiniciar la computadora o instalar complejos controladores.</li>
</ul>
<h4>Gestión de recursos optimizada</h4>
<p>Mantén encendidos tu Stream Deck o el Aro de Luz solo cuando haces directos. Expande las capacidades de tu laptop con estilo y organiza tu flujo de trabajo de forma segura, confiable y extremadamente cómoda.</p>"
